type,elems,lat,lon,alt,kjName,knName,enName,amdno,pref
B,11111111,42.795,140.22333333333333,33,寿都,スッツ,Suttsu,16252,北海道
C,01000000,42.778333333333336,140.66666666666666,113,ニセコ,ニセコ,Niseko,16272,
C,11112000,42.775,140.88,440,真狩,マッカリ,Makkari,16281,北海道
C,11112100,42.79333333333334,140.94833333333332,264,喜茂別,キモベツ,Kimobetsu,16286,北海道
C,11112100,42.663333333333334,140.31,27,黒松内,クロマツナイ,Kuromatsunai,16321,北海道
B,11111111,44.58,142.96333333333334,14,雄武,オウム,Omu,17036,北海道
C,11112010,44.47,143.10833333333332,8,興部,オコッペ,Okoppe,17076,北海道
C,11112100,44.33166666666666,142.935,120,西興部,ニシオコッペ,Nishi-Okoppe,17091,北海道
B,11111111,44.345,143.355,16,紋別,モンベツ,Mombetsu,17112,北海道
C,11110100,44.303333333333335,143.40333333333334,18,紋別小向,モンベツコムカイ：紋別空港,Mombetsu-Komukai,17116,北海道
C,11112000,44.21333333333333,143.61833333333334,5,湧別,ユウベツ,Yubetsu,17166,北海道
C,11112100,44.17666666666667,143.06166666666667,165,滝上,タキノウエ,Takinoue,17196,北海道
C,01000000,44.18666666666667,143.335,94,上藻別,カミモベツ,Kamimobetsu,17211,
C,11112000,44.115,144.03666666666666,3,常呂,トコロ,Tokoro,17246,北海道
C,11112100,44.053333333333335,143.54,80,遠軽,エンガル,Engaru,17306,北海道
C,11112100,44.01833333333333,143.76,54,佐呂間,サロマ,Saroma,17316,北海道
A,11111111,44.016666666666666,144.27833333333334,38,網走,アバシリ,Abashiri,17341,北海道
C,11112100,44.05166666666667,144.98166666666665,144,宇登呂,ウトロ,Utoro,17351,北海道
C,01000000,43.95166666666667,143.32833333333335,242,丸瀬布,マルセップ,Maruseppu,17386,
C,11112100,43.865,143.15333333333334,475,白滝,シラタキ,Shirataki,17482,北海道
C,11112000,43.916666666666664,143.53166666666667,199,生田原,イクタハラ,Ikutahara,17501,北海道
C,01000000,43.86,143.74666666666667,261,仁頃山,ニコロヤマ,Mt.Nikoro,17512,
C,11112110,43.776666666666664,143.84166666666667,104,北見,キタミ,Kitami,17521,北海道
C,11110100,43.88,144.16333333333333,33,女満別,メマンベツ：女満別空港,Memanbetsu,17531,北海道
C,01000000,43.84,144.285,58,東藻琴,ヒガシモコト,Higashi-Mokoto,17541,
C,11112000,43.84166666666667,144.485,52,小清水,コシミズ,Koshimizu,17546,北海道
C,11112100,43.885,144.7,15,斜里,シャリ,Shari,17561,北海道
C,11112100,43.74166666666667,143.45,325,留辺蘂,ルベシベ,Rubeshibe,17596,北海道
C,11112000,43.70666666666666,143.64333333333335,184,境野,サカイノ,Sakaino,17607,北海道
C,11112000,43.77,144.17166666666665,60,美幌,ビホロ,Bihoro,17631,北海道
C,01000000,43.74333333333333,144.33666666666667,361,山園,ヤマゾノ,Yamazono,17642,
C,01000000,43.62,143.44,368,置戸常元,オケトツネモト,Oketo-Tsunemoto,17686,
C,11112100,43.70166666666667,144.03333333333333,100,津別,ツベツ,Tsubetsu,17717,北海道
C,01000000,43.583333333333336,143.865,210,津別二又,ツベツフタマタ,Tsubetsu-Futamata,17776,
C,11112110,44.02333333333333,145.18666666666667,15,羅臼,ラウス,Rausu,18038,北海道
C,01000000,43.721666666666664,144.98833333333334,115,糸櫛別,イトクシベツ,Itokushibetsu,18091,
C,11112000,43.66166666666667,145.13166666666666,3,標津,シベツ,Shibetsu,18136,北海道
C,11112000,43.52,144.74666666666667,160,上標津,カミシベツ,Kami-shibetsu,18161,北海道
C,11112110,43.54333333333334,144.97833333333332,50,中標津,ナカシベツ,Naka-shibetsu,18171,北海道
C,11110100,43.57666666666667,144.96,65,根室中標津,ネムロナカシベツ：中標津空港,Nemuro-Nakashibetsu,18174,北海道
C,11112100,43.38166666666667,145.11833333333334,23,別海,ベツカイ,Betsukai,18256,北海道
B,11111111,43.33,145.585,25,根室,ネムロ,Nemuro,18273,北海道
C,11112000,43.39333333333333,145.75833333333333,12,納沙布,ノサップ,Nosappu,18281,北海道
C,11112100,43.221666666666664,145.22666666666666,41,厚床,アットコ,Attoko,18311,北海道
C,11112100,43.61666666666667,144.45666666666668,158,川湯,カワユ,Kawayu,19021,北海道
C,11112000,43.51,144.46666666666667,170,弟子屈,テシカガ,Teshikaga,19051,北海道
C,11112100,43.43666666666667,144.08333333333334,426,阿寒湖畔,アカンコハン,Lake-Shore Akan,19076,北海道
C,11112100,43.291666666666664,144.58666666666667,20,標茶,シベチャ,Shibecha,19151,北海道
C,11112100,43.23166666666667,144.325,38,鶴居,ツルイ,Tsurui,19191,北海道
C,11112100,43.19833333333333,144.14166666666668,80,中徹別,ナカテシベツ,Nakateshibetsu,19261,北海道
C,01000000,43.14833333333333,144.49666666666667,25,塘路,トウロ,Toro,19281,
C,01000000,43.17333333333333,144.96666666666667,70,茶内原野,チャナイゲンヤ,Chyanaigenya,19301,
C,11112010,43.12,145.11,2,榊町,サカキマチ,Sakakimachi,19311,北海道
C,01000000,43.11333333333334,144.12333333333333,40,阿寒,アカン,Akan,19346,
C,11110100,43.04,144.19166666666666,95,鶴丘,ツルオカ：釧路空港,Tsuruoka,19347,北海道
C,11112100,43.09,144.77833333333334,85,太田,オオタ,Ota,19376,北海道
C,01000000,42.971666666666664,143.875,45,二俣,フタマタ,Futamata,19406,
C,11112100,42.97,144.06166666666667,9,白糠,シラヌカ,Shiranuka,19416,北海道
A,11111111,42.985,144.37666666666667,5,釧路,クシロ,Kushiro,19432,北海道
C,11112010,42.93833333333333,144.735,149,知方学,チッポマナイ,Chippomanai,19451,北海道
C,01000000,43.51,143.14833333333334,660,三股,ミツマタ,Mitsumata,20047,
C,01000000,43.58833333333333,143.68,313,小利別,ショウトシベツ,Shotoshibetsu,20071,
C,11112110,43.471666666666664,143.75333333333333,210,陸別,リクベツ,Rikubetsu,20146,北海道
C,11112110,43.36666666666667,143.19166666666666,540,ぬかびら源泉郷,ヌカビラゲンセンキョウ,Nukabiragensenkyo,20186,北海道
C,01000000,43.361666666666665,143.45833333333334,378,柏倉,カシワクラ,Kashiwakura,20202,
C,01000000,43.318333333333335,143.80166666666668,232,上螺湾,カミラワン,Kami-rawan,20222,
C,11112110,43.24166666666667,143.295,287,上士幌,カミシホロ,Kamishihoro,20266,北海道
C,11112000,43.24333333333333,143.55333333333334,90,足寄,アショロ,Ashoro,20276,北海道
C,01000000,43.115,143.44333333333333,104,押帯,オショップ,Oshoppu,20331,
C,11112110,43.13166666666667,143.6,67,本別,ホンベツ,Honbetsu,20341,北海道
C,11112100,43.07666666666667,142.84,178,新得,シントク,Shintoku,20356,北海道
C,11112000,43.10333333333333,142.995,206,鹿追,シカオイ,Shikaoi,20361,北海道
C,11112000,43.05,143.18333333333334,112,駒場,コマバ,Komaba,20371,北海道
C,11112100,42.9,143.04333333333332,90,芽室,メムロ,Memuro,20421,北海道
B,11111111,42.92166666666667,143.21166666666667,38,帯広,オビヒロ,Obihiro,20432,北海道
C,11112000,42.92,143.45833333333334,42,池田,イケダ,Ikeda,20441,北海道
C,01000000,42.916666666666664,143.66166666666666,40,留真,ルシン,Rushin,20451,
C,11112100,42.80833333333333,143.65666666666667,20,浦幌,ウラホロ,Urahoro,20506,北海道
C,11110100,42.733333333333334,143.21666666666667,149,帯広泉,オビヒロイズミ：帯広空港,Obihiroizumi,20551,北海道
C,11112000,42.78666666666667,143.32833333333335,70,糠内,ヌカナイ,Nukanai,20556,北海道
C,11112100,42.641666666666666,143.09666666666666,251,上札内,カミサツナイ,Kami-satsunai,20601,北海道
C,11112000,42.651666666666664,143.195,185,更別,サラベツ,Sarabetsu,20606,北海道
C,11112000,42.68666666666667,143.64666666666668,4,大津,オオツ,Otsu,20631,北海道
C,11112100,42.5,143.27333333333334,87,大樹,タイキ,Taiki,20696,北海道
B,11111111,42.29333333333334,143.31666666666666,32,広尾,ヒロオ,Hiroo,20751,北海道
C,01000100,42.81333333333333,141.82833333333335,32,安平,アビラ,Abira,21031,
C,11112000,42.73,141.88833333333332,20,厚真,アツマ,Atsuma,21111,北海道
C,11112100,42.76166666666667,142.14333333333335,56,穂別,ホベツ,Hobetsu,21126,北海道
C,11112100,42.67,141.07833333333335,390,大滝,オオタキ,Otaki,21161,北海道
C,11112000,42.63,141.24666666666667,170,森野,モリノ,Morino,21171,北海道
B,11111111,42.623333333333335,141.54666666666665,6,苫小牧,トマコマイ,Tomakomai,21187,北海道
C,11112110,42.59,140.64333333333335,4,大岸,オオキシ,Okishi,21226,北海道
C,01000000,42.565,140.80666666666667,85,洞爺湖温泉,トウヤコオンセン,Toyako Onsen,21237,
C,01000000,42.516666666666666,141.10666666666665,300,カルルス,カルルス,Karurusu,21251,
C,11112100,42.54333333333334,141.35166666666666,6,白老,シラオイ,Shiraoi,21261,北海道
C,11112000,42.59,141.93333333333334,10,鵡川,ムカワ,Mukawa,21276,北海道
C,11112000,42.475,140.84833333333333,3,伊達,ダテ,Date,21297,北海道
C,11112100,42.458333333333336,141.11833333333334,197,登別,ノボリベツ,Noboribetsu,21312,北海道
A,11111111,42.31166666666667,140.975,40,室蘭,ムロラン,Muroran,21323,北海道
C,11112100,42.876666666666665,142.44166666666666,280,日高,ヒダカ,Hidaka,22036,北海道
C,01000000,42.77166666666667,142.35833333333332,150,仁世宇,ニセウ,Niseu,22072,
C,01000100,42.62833333333333,142.39333333333335,245,旭,アサヒ,Asahi,22106,
C,11112010,42.49666666666667,142.05333333333334,47,日高門別,ヒダカモンベツ,Hidaka-Monbetsu,22141,北海道
C,11112000,42.54333333333334,142.33333333333334,60,新和,シンワ,Shinwa,22156,北海道
C,01000000,42.43333333333333,142.48166666666665,110,笹山,ササヤマ,Sasayama,22206,
C,11112110,42.343333333333334,142.36166666666668,10,静内,シズナイ,Shizunai,22241,北海道
C,11112000,42.245,142.66166666666666,10,三石,ミツイシ,Mitsuishi,22291,北海道
C,11112100,42.223333333333336,142.94833333333332,98,中杵臼,ナカキネウス,Nakakineusu,22306,北海道
B,11111111,42.16166666666667,142.77666666666667,37,浦河,ウラカワ,Urakawa,22327,北海道
C,01000100,42.12833333333333,143.31166666666667,7,目黒,メグロ,Meguro,22356,
C,01000000,42.07666666666667,143.035,0,幌満,ホロマン,Horoman,22366,
C,11112010,41.925,143.24333333333334,63,えりも岬,エリモミサキ,Cape Erimo,22391,北海道
C,11112100,42.52333333333333,140.38166666666666,10,長万部,オシャマンベ,Oshamanbe,23031,北海道
C,11112100,42.251666666666665,140.27166666666668,8,八雲,ヤクモ,Yakumo,23086,北海道
C,11112100,42.06666666666667,140.58833333333334,125,森,モリ,Mori,23166,北海道
C,01000100,41.97666666666667,140.715,165,大沼,オオヌマ,Lake Onuma,23191,
C,11112010,41.905,140.97,25,川汲,カックミ,Kakkumi,23206,北海道
C,11112000,41.88666666666667,140.65333333333334,25,北斗,ホクト,Hokuto,23226,北海道
A,11111111,41.81666666666667,140.75333333333333,35,函館,ハコダテ,Hakodate,23232,北海道
C,11110100,41.77,140.82166666666666,34,高松,タカマツ：函館空港,Takamatsu,23281,北海道
C,01000000,41.71666666666667,141.00333333333333,20,戸井泊,トイトマリ,Toitomari,23291,
C,01000000,41.598333333333336,140.375,24,知内,シリウチ,Shiriuchi,23321,
C,11112010,41.68,140.43666666666667,10,木古内,キコナイ,Kikonai,23326,北海道
C,01000100,41.55833333333333,140.27166666666668,100,千軒,センゲン,Sengen,23356,
C,11112010,41.42333333333333,140.08666666666667,30,松前,マツマエ,Matsumae,23376,北海道
C,11112000,42.45,139.85166666666666,10,せたな,セタナ,Setana,24041,北海道
C,11112100,42.428333333333335,140.00833333333333,19,今金,イマカネ,Imakane,24051,北海道
C,11112010,42.248333333333335,139.55666666666667,5,奥尻,オクシリ,Okushiri,24101,北海道
C,11112100,42.12833333333333,139.985,12,熊石,クマイシ,Kumaishi,24141,北海道
C,11110000,42.071666666666665,139.43166666666667,49,米岡,ヨネオカ：奥尻空港,Yoneoka,24156,北海道
C,01000000,42.038333333333334,140.08833333333334,50,潮見,シオミ,Shiomi,24166,
C,11112100,41.93,140.31166666666667,53,鶉,ウズラ,Uzura,24201,北海道
B,11111111,41.86666666666667,140.12333333333333,4,江差,エサシ,Esashi,24217,北海道
C,01000000,41.7,140.02833333333334,5,石崎,イシザキ,Ishizaki,24236,
C,11112100,41.526666666666664,140.91166666666666,14,大間,オオマ,Oma,31001,青森県
C,01000000,41.31333333333333,140.95666666666668,162,湯野川,ユノカワ,Yunokawa,31036,
B,11111111,41.28333333333333,141.21,3,むつ,ムツ,Mutsu,31111,青森県
C,11112000,41.235,141.39666666666668,6,小田野沢,オダノサワ,Odanosawa,31121,青森県
C,11112100,41.18,140.48166666666665,30,今別,イマベツ,Imabetsu,31136,青森県
C,11112100,41.145,140.82166666666666,15,脇野沢,ワキノサワ,Wakinosawa,31156,青森県
C,11112010,41.056666666666665,140.34666666666666,20,市浦,シウラ,Shiura,31186,青森県
C,11112000,41.045,140.63333333333333,5,蟹田,カニタ,Kanita,31201,青森県
C,11112110,40.80833333333333,140.45833333333334,9,五所川原,ゴショガワラ,Goshogawara,31296,青森県
A,11111111,40.821666666666665,140.76833333333335,3,青森,アオモリ,Aomori,31312,青森県
C,01000000,40.848333333333336,140.985,137,大和山,ヤマトヤマ,Mt.Yamato,31321,
C,11112100,40.885,141.16,14,野辺地,ノヘジ,Noheji,31332,青森県
C,11112000,40.885,141.27166666666668,80,六ケ所,ロッカショ,Rokkasho,31336,青森県
C,11112110,40.776666666666664,140.205,40,鰺ケ沢,アジガサワ,Ajigasawa,31366,青森県
C,11110100,40.733333333333334,140.68833333333333,198,青森大谷,アオモリオオタニ：青森空港,Aomori-Otani,31386,青森県
C,01000000,40.708333333333336,141.12833333333333,57,七戸,シチノヘ,Shichinohe,31411,
B,11111111,40.645,139.93166666666667,66,深浦,フカウラ,Fukaura,31436,青森県
C,01000000,40.62833333333333,140.26333333333332,438,岳,ダケ,Dake,31451,
C,11112110,40.611666666666665,140.455,30,弘前,ヒロサキ,Hirosaki,31461,青森県
C,11112000,40.666666666666664,140.585,30,黒石,クロイシ,Kuroishi,31466,青森県
C,11112100,40.64833333333333,140.84833333333333,890,酸ケ湯,スカユ,Sukayu,31482,青森県
C,11112000,40.675,141.375,39,三沢,ミサワ,Misawa,31506,青森県
C,01000000,40.53,140.555,63,大鰐,オオワニ,Owani,31551,
C,01000000,40.515,140.78333333333333,404,温川,ヌルカワ,Nurukawa,31562,
C,11112100,40.60666666666667,141.23333333333332,55,十和田,トワダ,Towada,31586,青森県
B,11111111,40.526666666666664,141.52166666666668,27,八戸,ハチノヘ,Hachinohe,31602,青森県
C,11112110,40.48166666666667,140.62,135,碇ケ関,イカリガセキ,Ikarigaseki,31646,青森県
C,11112000,40.42666666666667,140.89833333333334,414,休屋,ヤスミヤ,Yasumiya,31662,青森県
C,01000000,40.468333333333334,141.17666666666668,125,戸来,ヘライ,Herai,31671,
C,11112110,40.38333333333333,141.25666666666666,60,三戸,サンノヘ,Sannohe,31721,青森県
C,11112010,40.413333333333334,139.94833333333332,34,八森,ハチモリ,Hachimori,32056,秋田県
C,01000000,40.32,140.29333333333332,68,藤里,フジサト,Fujisato,32071,
C,01000000,40.403333333333336,140.60833333333332,176,陣場,ジンバ,Jinba,32091,
C,01000000,40.35333333333333,140.78,280,藤原,フジワラ,Fujiwara,32096,
C,11112100,40.19833333333333,140.03166666666667,6,能代,ノシロ,Noshiro,32111,秋田県
C,11112110,40.22666666666667,140.37166666666667,29,鷹巣,タカノス,Takanosu,32126,秋田県
C,11112000,40.251666666666665,140.505,49,大館,オオダテ,Odate,32136,秋田県
C,11112100,40.215,140.78666666666666,123,鹿角,カヅノ,Kazuno,32146,秋田県
C,11110000,40.19166666666667,140.37166666666667,84,脇神,ワキガミ：大館能代空港,Wakigami,32181,秋田県
C,11112000,40.12,140.84,214,湯瀬,ユゼ,Yuze,32206,秋田県
C,11112000,40.013333333333335,140.80166666666668,578,八幡平,ハチマンタイ,Hachimantai,32266,秋田県
C,01000000,39.93833333333333,139.78166666666667,84,男鹿真山,オガシンザン,Mt.Oga-Shinzan,32276,
C,11112000,39.91166666666667,139.9,20,男鹿,オガ,Oga,32286,秋田県
C,11112000,40.0,139.95,-3,大潟,オオガタ,Ogata,32287,秋田県
C,11112100,39.93833333333333,140.115,6,五城目,ゴジョウメ,Gojome,32296,秋田県
C,11112100,39.99333333333333,140.40333333333334,120,阿仁合,アニアイ,Aniai,32311,秋田県
C,01000000,39.903333333333336,140.45,210,比立内,ヒタチナイ,Hitachinai,32312,
C,01000000,39.81166666666667,140.585,255,桧木内,ヒノキナイ,Hinokinai,32376,
A,11111111,39.71666666666667,140.09833333333333,6,秋田,アキタ,Akita,32402,秋田県
C,11112010,39.70666666666666,140.28666666666666,41,岩見三内,イワミサンナイ,Iwami-Sannai,32407,秋田県
C,01000000,39.8,140.21666666666667,179,仁別,ニベツ,Nibetsu,32408,
C,01000000,39.775,140.665,281,鎧畑,ヨロイバタ,Yoroibata,32426,
C,01000000,39.778333333333336,140.76166666666666,652,田沢湖高原,タザワココウゲン,Tazawako Highlands,32431,
C,11110100,39.615,140.21833333333333,93,雄和,ユウワ：秋田空港,Yuwa,32451,秋田県
C,11112100,39.60333333333333,140.55666666666667,56,角館,カクノダテ,Kakunodate,32466,秋田県
C,11112000,39.69833333333333,140.73166666666665,230,田沢湖,タザワコ,Lake Tazawa,32476,秋田県
C,11112100,39.526666666666664,140.23333333333332,20,大正寺,ダイショウジ,Daisho-ji,32496,秋田県
C,11112000,39.49,140.495,30,大曲,オオマガリ,Omagari,32551,秋田県
C,11112100,39.36,140.055,11,本荘,ホンジョウ,Honjo,32571,秋田県
C,11112000,39.305,140.28833333333333,117,東由利,ヒガシユリ,Higashiyuri,32581,秋田県
C,11112100,39.32,140.555,59,横手,ヨコテ,Yokote,32596,秋田県
C,11112010,39.255,139.91333333333333,7,にかほ,ニカホ,Nikaho,32616,秋田県
C,11112100,39.235,140.13666666666666,46,矢島,ヤシマ,Yashima,32626,秋田県
C,01000000,39.10333333333333,140.29333333333332,200,笹子,ジネゴ,Jinego,32681,
C,11112100,39.18666666666667,140.46333333333334,74,湯沢,ユザワ,Yuzawa,32691,秋田県
C,01000000,39.178333333333335,140.64833333333334,191,東成瀬,ヒガシナルセ,Higashinaruse,32701,
C,11112100,38.96,140.52833333333334,335,湯の岱,ユノタイ,Yunotai,32771,秋田県
C,11112000,40.403333333333336,141.7,70,種市,タネイチ,Taneichi,33006,岩手県
C,11112000,40.325,141.46666666666667,148,軽米,カルマイ,Karumai,33026,岩手県
C,11112100,40.29833333333333,141.29833333333335,87,二戸,ニノヘ,Ninohe,33071,岩手県
C,01000000,40.281666666666666,141.66666666666666,200,大野,オオノ,Ohno,33086,
C,11112000,40.14833333333333,141.57166666666666,290,山形,ヤマガタ,Yamagata,33136,岩手県
C,11112110,40.16833333333334,141.74833333333333,13,久慈,クジ,Kuji,33146,岩手県
C,11112010,40.10333333333333,141.05,290,荒屋,アラヤ,Araya,33166,岩手県
C,11112100,40.06,141.225,430,奥中山,オクナカヤマ,Mt.Okunaka,33176,岩手県
C,11112100,40.04,141.45666666666668,418,葛巻,クズマキ,Kuzumaki,33186,岩手県
